solidus_gam0pt1,solidus_gam0pt05,solidus_gam0pt01,liquidus
1230.00271707185,1230.00000027404,1230,1235.40540540541
1230.00256791363,1230.00000025758,1230,1235.13513513514
1230.00242024104,1230.00000024144,1230,1234.86486486486
1230.00227403928,1230.00000022562,1230,1234.59459459459
1230.0021292937,1230.00000021012,1230,1234.32432432432
1230.0019859898,1230.00000019493,1230,1234.05405405405
1230.00184411322,1230.00000018003,1230,1233.78378378378
1230.00170364974,1230.00000016543,1230,1233.51351351351
1230.00156458528,1230.00000015112,1230,1233.24324324324
1230.00142690592,1230.0000001371,1230,1232.97297297297
1230.00129059785,1230.00000012335,1230,1232.7027027027
1230.00115564743,1230.00000010987,1230,1232.43243243243
1230.00102204112,1230.00000009667,1230,1232.16216216216
1230.00088976553,1230.00000008372,1230,1231.89189189189
1230.00075880743,1230.00000007103,1230,1231.62162162162
1230.00062915367,1230.00000005859,1230,1231.35135135135
1230.00050079128,1230.0000000464,1230,1231.08108108108
1230.00037370739,1230.00000003445,1230,1230.81081081081
1230.00024788926,1230.00000002273,1230,1230.54054054054
1230.00012332429,1230.00000001125,1230,1230.27027027027
1230,1230,1230,1230
